Marital_status,Application_mode,Application_order,Course,Previous_qualification_grade,Nationality,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,Status,Attendance_Time,Previous_education,Mothers_education,Fathers_education,1st_year_approved_unit,1st_year_enrolled_unit,1st_year_evaluated_unit,1st_year_credited_unit,1st_year_unevaluated_unit,1st_year_unit_grade,1st_year_completion_unit_rate,1st_year_success_evaluation_rate
single,1,1,Social Science,65.5,South Europe,Administrative,Service & Sales,66.4,Yes,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Middle School,0,0,0,0,0,0.0,0.0,0.0
single,18,2,Social Science,60.0,South Europe,Labour,Unemployed,57.9,No,No,No,Yes,Female,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,12,14,23,0,0,60.41666666666666,0.8571427959183717,0.5217391077504736
single,17,3,Business & Management,56.0,South Europe,Technician,Service & Sales,53.9,Yes,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,High School,6,10,18,0,0,61.904761904761905,0.599999940000006,0.3333333148148158
single,1,1,Health Science,69.0,South Europe,Labour,Administrative,63.75,Yes,No,No,Yes,Female,No,19,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Middle School,High School,10,14,17,0,0,66.75,0.7142856632653098,0.588235259515573
single,1,1,Business & Management,59.0,South Europe,Armed Forces,Armed Forces,58.65,Yes,No,No,Yes,Female,No,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,8,10,19,0,0,60.625,0.7999999200000081,0.4210526094182837
separated,7,1,Health Science,65.0,South Europe,Technician,Technician,65.0,Yes,No,No,Yes,Female,No,32,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Primary,Primary,11,14,24,0,0,65.65625,0.7857142295918408,0.4583333142361119
single,39,1,Business & Management,65.0,South Europe,Administrative,Armed Forces,57.6,No,No,No,Yes,Male,No,24,No,12.4,0.5,1.79,Enrolled,Evening,High School,High School,High School,9,10,11,0,0,61.66666666666666,0.8999999100000091,0.8181817438016598
single,1,2,Health Science,66.55,South Europe,Labour,Labour,48.0,Yes,No,No,Yes,Female,No,19,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Middle School,12,15,21,0,0,63.829166666666666,0.7999999466666703,0.5714285442176883
married,7,1,Health Science,60.0,South Europe,Labour,Labour,60.0,Yes,No,No,Yes,Female,No,45,No,13.9,-0.3,0.79,Enrolled,Daytime,Bachelor & Specialized Education,Primary,High School,21,21,23,13,0,64.17045454545456,0.9999999523809546,0.9130434385633287
single,17,1,Social Science,62.5,South Europe,Administrative,Labour,64.25,Yes,No,No,Yes,Female,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,13,14,17,0,0,60.53571428571429,0.9285713622449028,0.7647058373702448
married,39,1,Science & Technology,66.55,South Europe,Labour,Armed Forces,60.0,No,No,Yes,Yes,Female,No,37,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,Primary,12,12,22,0,0,64.4375,0.9999999166666736,0.5454545206611581
single,17,1,Social Science,61.5,South Europe,Labour,Labour,56.6,No,No,No,Yes,Female,Yes,20,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,9,12,24,0,0,55.625,0.7499999375000053,0.37499998437500065
single,1,4,Health Science,63.0,South Europe,Labour,Labour,60.65,Yes,No,No,Yes,Female,Yes,18,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,13,14,16,0,0,64.4047619047619,0.9285713622449028,0.8124999492187531
single,53,1,Health Science,70.0,South Europe,Administrative,Technician,70.0,Yes,No,Yes,Yes,Female,No,21,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,13,18,24,11,0,63.625,0.7222221820987677,0.5416666440972231
single,39,1,Science & Technology,66.55,South Europe,Administrative,Service & Sales,50.0,No,No,No,Yes,Male,No,25,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,2,10,24,0,0,52.5,0.19999998000000202,0.08333332986111125
single,53,1,Business & Management,70.0,South Europe,Technician,Labour,70.0,Yes,No,Yes,Yes,Female,No,21,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,High School,Primary,2,12,23,0,0,57.5,0.16666665277777895,0.08695651795841226
single,43,1,Health Science,85.0,South Europe,Service & Sales,Management,85.0,Yes,No,No,Yes,Female,No,19,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,High School,4,10,12,0,6,36.875,0.39999996000000404,0.3333333055555579
single,53,1,Business & Management,70.0,South Europe,Unemployed,Labour,67.5,No,No,Yes,Yes,Female,No,23,No,8.9,1.4,3.51,Enrolled,Evening,High School,Middle School,Middle School,13,20,33,9,0,62.4375,0.6499999675000016,0.3939393820018369
single,17,1,Social Science,60.5,South Europe,Labour,Armed Forces,56.85,No,No,No,Yes,Female,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Primary,High School,11,12,18,0,0,62.57142857142857,0.9166665902777842,0.6111110771604957
single,39,1,Social Science,66.55,South Europe,Administrative,Service & Sales,58.25,No,No,No,Yes,Male,Yes,24,No,12.4,0.5,1.79,Enrolled,Evening,High School,High School,High School,8,12,16,0,0,59.375,0.6666666111111158,0.4999999687500019
single,1,2,Social Science,64.5,South Europe,Administrative,Labour,66.45,Yes,No,No,Yes,Male,Yes,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,11,12,15,0,0,62.9375,0.9166665902777842,0.7333332844444478
single,17,2,Science & Technology,60.0,South Europe,Labour,Labour,58.6,No,No,No,Yes,Male,Yes,18,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,10,11,18,0,0,67.8125,0.9090908264462886,0.5555555246913597
single,18,1,Business & Management,59.0,South Europe,Service & Sales,Service & Sales,61.65,Yes,No,No,Yes,Male,No,26,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Middle School,Middle School,7,12,21,0,0,55.0,0.5833332847222263,0.3333333174603182
single,1,1,Business & Management,63.5,South Europe,Service & Sales,Labour,59.15,Yes,No,No,Yes,Female,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,9,12,17,0,0,60.83333333333334,0.7499999375000053,0.5294117335640156
single,17,2,Health Science,61.5,South Europe,Administrative,Labour,56.8,Yes,No,No,Yes,Female,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,7,10,21,0,2,59.375,0.699999930000007,0.3333333174603182
single,1,2,Social Science,61.5,South Europe,Labour,Armed Forces,57.65,Yes,No,No,Yes,Female,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,12,14,16,0,0,68.75,0.8571427959183717,0.7499999531250029
single,17,3,Business & Management,62.5,South Europe,Professional,Armed Forces,59.35,Yes,No,No,Yes,Female,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Middle School,6,10,27,0,0,56.66666666666666,0.599999940000006,0.22222221399176983
single,1,1,Health Science,50.5,South Europe,Administrative,Labour,49.45,Yes,No,No,Yes,Female,No,21,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Primary,6,12,25,0,0,62.91666666666666,0.4999999583333368,0.23999999040000036
single,1,1,Health Science,60.0,South Europe,Professional,Labour,56.7,No,No,No,Yes,Female,No,18,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Master,High School,7,12,31,0,0,63.125,0.5833332847222263,0.22580644432882438
single,1,1,Social Science,53.5,South Europe,Labour,Labour,51.75,Yes,No,No,Yes,Female,No,20,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,Primary,7,12,22,0,0,58.0,0.5833332847222263,0.3181818037190089
single,17,2,Social Science,63.0,South Europe,Professional,Armed Forces,63.0,Yes,No,No,Yes,Female,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,10,12,17,0,0,58.5,0.8333332638888947,0.588235259515573
single,39,1,Health Science,66.55,South Europe,Technician,Labour,60.85,No,No,No,Yes,Female,Yes,27,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Middle School,12,14,17,0,0,60.71428571428571,0.8571427959183717,0.7058823114186875
single,17,1,Business & Management,73.5,South Europe,Labour,Labour,71.4,Yes,No,Yes,No,Female,Yes,19,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Primary,Primary,9,10,10,0,0,62.0,0.8999999100000091,0.8999999100000091
single,1,3,Health Science,64.0,South Europe,Labour,Labour,60.25,Yes,No,No,Yes,Female,Yes,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,12,14,17,0,0,63.849999999999994,0.8571427959183717,0.7058823114186875
single,53,1,Health Science,70.0,South Europe,Labour,Labour,72.45,Yes,No,Yes,No,Female,No,23,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,High School,Middle School,19,20,33,11,0,66.25,0.9499999525000024,0.5757575583103771
single,1,1,Social Science,54.0,South Europe,Service & Sales,Labour,52.95,No,No,No,Yes,Female,Yes,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Middle School,10,12,20,0,0,54.416666666666664,0.8333332638888947,0.4999999750000012
single,1,1,Health Science,66.0,South Europe,Administrative,Service & Sales,62.15,No,No,No,Yes,Female,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,11,12,21,0,0,65.23809523809524,0.9166665902777842,0.5238094988662143
single,17,1,Business & Management,68.0,South Europe,Labour,Technician,61.35,Yes,No,No,Yes,Male,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,9,10,13,0,0,61.25,0.8999999100000091,0.6923076390532585
single,1,2,Health Science,59.0,South Europe,Technician,Technician,56.2,Yes,No,No,Yes,Male,No,21,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,High School,7,10,22,0,4,55.25,0.699999930000007,0.3181818037190089
single,1,1,Science & Technology,66.55,South Europe,Technician,Labour,69.0,Yes,No,No,Yes,Female,No,20,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,High School,12,12,21,0,0,65.83333333333334,0.9999999166666736,0.5714285442176883
single,1,2,Social Science,70.0,South Europe,Technician,Technician,69.15,Yes,No,No,Yes,Female,No,18,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,0,0,0,0,0,0.0,0.0,0.0
single,1,2,Social Science,66.0,South Europe,Labour,Labour,62.15,Yes,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,High School,10,12,13,0,0,57.5,0.8333332638888947,0.7692307100591762
single,1,2,Social Science,61.0,South Europe,Labour,Labour,63.45,Yes,No,No,Yes,Female,Yes,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Primary,7,12,22,0,0,56.66666666666666,0.5833332847222263,0.3181818037190089
single,1,3,Business & Management,63.5,South Europe,Service & Sales,Labour,61.75,Yes,No,No,Yes,Female,Yes,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Middle School,8,10,16,0,0,60.666666666666664,0.7999999200000081,0.4999999687500019
single,1,2,Science & Technology,70.0,South Europe,Labour,Labour,64.75,Yes,No,No,Yes,Female,No,18,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,Primary,9,10,15,0,1,67.25,0.8999999100000091,0.5999999600000027
single,1,1,Business & Management,71.5,South Europe,Management,Management,66.6,Yes,No,No,Yes,Female,No,19,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Bachelor & Specialized Education,Primary,7,12,25,0,0,67.25,0.5833332847222263,0.27999998880000043
separated,17,1,Social Science,69.0,South Europe,Labour,Labour,66.75,Yes,No,No,Yes,Female,Yes,21,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Primary,Primary,7,12,21,0,0,56.125,0.5833332847222263,0.3333333174603182
single,1,3,Business & Management,64.5,South Europe,Labour,Labour,61.0,Yes,No,No,Yes,Female,Yes,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Middle School,11,12,17,0,0,54.58333333333334,0.9166665902777842,0.6470587854671302
single,1,2,Health Science,65.0,South Europe,Labour,Labour,62.55,Yes,No,No,Yes,Female,Yes,18,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Middle School,12,15,20,0,0,64.22916666666667,0.7999999466666703,0.5999999700000015
single,15,1,Science & Technology,80.0,South Europe,Administrative,Service & Sales,80.0,No,No,Yes,Yes,Female,No,19,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,4,11,22,0,1,61.25,0.3636363305785154,0.18181817355371938
single,1,1,Science & Technology,60.5,South Europe,Professional,Technician,57.0,No,No,No,Yes,Male,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,8,10,16,0,2,59.625,0.7999999200000081,0.4999999687500019
single,1,1,Business & Management,61.5,South Europe,Administrative,Service & Sales,58.9,No,No,No,Yes,Male,No,20,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,9,10,18,0,0,62.5,0.8999999100000091,0.49999997222222375
single,1,6,Health Science,61.0,South Europe,Technician,Labour,57.15,Yes,No,No,Yes,Male,No,18,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,12,15,20,0,1,65.04583333333333,0.7999999466666703,0.5999999700000015
single,1,1,Business & Management,68.0,South Europe,Administrative,Labour,64.85,Yes,No,No,Yes,Male,No,19,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Bachelor & Specialized Education,Middle School,5,12,22,0,3,56.25,0.41666663194444736,0.2272727169421492
single,1,3,Business & Management,60.5,South Europe,Professional,Labour,61.2,Yes,No,No,Yes,Male,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,7,10,12,0,0,59.16666666666666,0.699999930000007,0.5833332847222263
single,17,2,Business & Management,67.5,South Europe,Administrative,Technician,67.5,Yes,No,No,Yes,Male,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,11,12,17,0,0,55.583333333333336,0.9166665902777842,0.6470587854671302
married,17,5,Science & Technology,63.0,South Europe,Administrative,Administrative,61.45,Yes,No,No,Yes,Male,No,21,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Middle School,8,10,17,0,2,68.625,0.7999999200000081,0.47058820761245834
single,17,1,Business & Management,60.0,South Europe,Technician,Labour,62.1,Yes,No,No,Yes,Male,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Middle School,9,10,22,0,0,58.5,0.8999999100000091,0.4090908904958686
single,44,1,Science & Technology,65.0,South Europe,Labour,Management,65.0,Yes,No,No,Yes,Male,No,20,No,15.5,2.8,-4.06,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,Bachelor & Specialized Education,9,12,23,0,0,57.75,0.7499999375000053,0.39130433081285515
single,17,1,Science & Technology,65.5,South Europe,Labour,Armed Forces,61.85,Yes,No,No,Yes,Male,No,20,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,6,10,15,0,0,61.25,0.599999940000006,0.39999997333333515
single,17,1,Business & Management,66.55,South Europe,Administrative,Labour,48.0,Yes,No,No,Yes,Female,Yes,25,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Primary,11,12,18,0,0,58.71428571428572,0.9166665902777842,0.6111110771604957
separated,39,1,Science & Technology,70.0,South Europe,Labour,Labour,75.0,No,No,No,Yes,Male,No,28,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Primary,Primary,11,12,22,0,0,60.83333333333334,0.9166665902777842,0.49999997727272827
married,39,1,Health Science,65.0,South Europe,Unemployed,Labour,81.85,No,No,No,Yes,Female,No,35,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Primary,Primary,10,14,20,0,0,60.45,0.7142856632653098,0.4999999750000012
single,39,1,Health Science,65.0,South Europe,Labour,Labour,65.0,No,No,No,Yes,Female,No,27,No,12.7,3.7,-1.7,Enrolled,Daytime,Bachelor & Specialized Education,Primary,Primary,14,16,24,6,0,62.28571428571428,0.8749999453125034,0.5833333090277788
single,39,1,Business & Management,80.0,Latin America,Labour,Labour,80.0,No,No,No,Yes,Female,Yes,31,Yes,15.5,2.8,-4.06,Enrolled,Evening,High School,Primary,High School,8,10,23,0,0,52.5,0.7999999200000081,0.34782607183364905
married,39,1,Business & Management,66.55,South Europe,Labour,Armed Forces,75.0,No,No,No,Yes,Male,No,47,No,9.4,-0.8,-3.12,Enrolled,Evening,High School,Primary,High School,8,10,16,0,0,56.25,0.7999999200000081,0.4999999687500019
single,1,1,Social Science,66.5,South Europe,Labour,Labour,70.7,No,No,No,Yes,Male,Yes,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Primary,High School,0,0,0,0,0,0.0,0.0,0.0
single,1,1,Social Science,67.0,South Europe,Professional,Professional,70.85,Yes,No,No,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,0,0,0,0,0,0.0,0.0,0.0
separated,39,1,Science & Technology,66.55,South Europe,Labour,Administrative,50.35,No,No,No,Yes,Female,No,39,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,5,12,28,0,3,65.0,0.41666663194444736,0.17857142219387778
single,7,1,Science & Technology,90.0,South Europe,Professional,Labour,90.0,No,No,Yes,Yes,Male,No,30,No,13.9,-0.3,0.79,Enrolled,Daytime,Master,Master,Bachelor & Specialized Education,7,10,16,0,0,76.75,0.699999930000007,0.4374999726562517
married,44,1,Business & Management,70.0,South Europe,Labour,Labour,70.0,No,No,No,Yes,Female,No,41,No,9.4,-0.8,-3.12,Enrolled,Evening,Bachelor & Specialized Education,Primary,Primary,10,13,19,5,0,61.875,0.7692307100591762,0.5263157617728547
single,18,1,Social Science,62.5,South Europe,Labour,Service & Sales,61.1,No,No,No,No,Female,No,18,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Primary,10,12,13,0,0,61.0,0.8333332638888947,0.7692307100591762
single,17,1,Business & Management,69.5,South Europe,Labour,Labour,71.8,Yes,No,Yes,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Middle School,0,10,14,0,0,0.0,0.0,0.0
single,15,1,Science & Technology,66.55,Latin America,Professional,Administrative,50.0,No,No,No,Yes,Male,No,20,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,11,14,17,0,0,64.01785714285714,0.7857142295918408,0.6470587854671302
single,17,1,Science & Technology,68.5,South Europe,Service & Sales,Labour,65.0,Yes,No,No,Yes,Female,No,21,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Middle School,High School,9,12,22,0,0,69.625,0.7499999375000053,0.4090908904958686
single,44,1,Science & Technology,70.0,South Europe,Service & Sales,Service & Sales,70.0,Yes,No,Yes,No,Female,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,5,12,22,1,0,57.5,0.41666663194444736,0.2272727169421492
single,17,4,Health Science,53.0,South Europe,Technician,Labour,53.0,No,No,No,Yes,Female,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Primary,High School,10,12,17,0,0,67.91666666666666,0.8333332638888947,0.588235259515573
single,15,1,Health Science,68.5,Africa,Labour,Administrative,68.5,No,No,Yes,Yes,Female,No,19,Yes,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,2,14,22,0,4,29.166666666666664,0.14285713265306196,0.09090908677685969
married,1,1,Social Science,60.5,South Europe,Labour,Labour,57.2,Yes,No,No,Yes,Female,No,45,No,7.6,2.6,0.32,Enrolled,Evening,High School,Primary,Primary,19,19,26,10,0,69.64285714285714,0.9999999473684238,0.7307692026627229
single,39,1,Business & Management,50.0,South Europe,Service & Sales,Service & Sales,60.35,No,No,No,Yes,Female,No,28,No,7.6,2.6,0.32,Enrolled,Evening,High School,High School,Primary,8,10,16,0,0,60.625,0.7999999200000081,0.4999999687500019
single,16,1,Social Science,79.0,South Europe,Labour,Labour,82.15,Yes,No,No,Yes,Male,Yes,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,Primary,0,0,0,0,0,0.0,0.0,0.0
single,16,2,Social Science,66.5,South Europe,Administrative,Professional,61.25,Yes,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,5,12,22,0,5,55.0,0.41666663194444736,0.2272727169421492
single,1,1,Business & Management,66.0,South Europe,Labour,Labour,65.65,Yes,No,No,Yes,Female,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Middle School,Primary,8,10,16,0,0,60.625,0.7999999200000081,0.4999999687500019
single,17,2,Science & Technology,66.55,South Europe,Technician,Technician,58.5,Yes,No,No,Yes,Male,No,21,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,8,10,20,0,0,54.91666666666667,0.7999999200000081,0.399999980000001
single,1,4,Business & Management,60.0,South Europe,Service & Sales,Service & Sales,61.4,Yes,No,No,Yes,Male,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Middle School,6,10,18,0,0,54.58333333333334,0.599999940000006,0.3333333148148158
single,17,1,Business & Management,59.0,South Europe,Labour,Labour,59.2,Yes,No,No,Yes,Male,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Middle School,6,10,15,0,0,55.625,0.599999940000006,0.39999997333333515
single,1,1,Business & Management,63.5,South Europe,Administrative,Labour,64.05,No,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Primary,8,10,14,0,0,58.75,0.7999999200000081,0.5714285306122479
single,1,2,Health Science,66.55,South Europe,Labour,Labour,49.5,Yes,No,No,Yes,Male,No,22,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Primary,Primary,12,15,21,0,0,63.33333333333334,0.7999999466666703,0.5714285442176883
single,17,6,Business & Management,55.0,South Europe,Administrative,Armed Forces,55.65,No,No,No,Yes,Male,No,21,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,10,12,21,0,0,66.33928571428571,0.8333332638888947,0.47619045351474026
single,1,2,Business & Management,62.5,South Europe,Administrative,Management,60.75,Yes,No,No,Yes,Male,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,8,12,23,0,0,53.33333333333334,0.6666666111111158,0.34782607183364905
single,53,1,Science & Technology,65.0,South Europe,Labour,Labour,65.0,Yes,No,Yes,Yes,Male,No,20,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,Middle School,19,22,28,12,0,60.42613636363636,0.863636324380167,0.6785714043367356
single,17,1,Social Science,64.0,South Europe,Labour,Armed Forces,62.6,Yes,No,No,Yes,Male,No,18,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Middle School,High School,11,12,13,0,0,65.66666666666666,0.9166665902777842,0.8461537810650938
single,16,5,Health Science,67.0,South Europe,Labour,Labour,61.95,Yes,No,No,Yes,Male,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Primary,10,10,18,0,2,63.5,0.99999990000001,0.5555555246913597
single,43,1,Social Science,65.0,South Europe,Technician,Professional,50.0,No,No,No,Yes,Male,No,54,No,12.7,3.7,-1.7,Enrolled,Evening,High School,Middle School,Bachelor & Specialized Education,24,24,26,16,0,65.31468531468532,0.999999958333335,0.9230768875739658
single,1,1,Health Science,70.5,South Europe,Labour,Labour,62.15,No,No,No,Yes,Female,No,19,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,14,16,16,0,0,72.57142857142857,0.8749999453125034,0.8749999453125034
single,7,1,Business & Management,60.0,South Europe,Technician,Technician,60.0,No,No,No,Yes,Female,No,27,No,11.1,0.6,2.02,Enrolled,Evening,Bachelor & Specialized Education,Master,Bachelor & Specialized Education,10,10,11,0,0,73.0,0.99999990000001,0.9090908264462886
single,1,2,Health Science,65.0,South Europe,Labour,Labour,64.5,No,No,No,Yes,Female,No,20,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,High School,6,10,16,0,0,55.625,0.599999940000006,0.37499997656250145
single,1,1,Social Science,68.0,South Europe,Management,Professional,76.25,Yes,No,No,Yes,Female,No,20,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,0,0,0,0,0,0.0,0.0,0.0
single,1,1,Social Science,75.0,South Europe,Administrative,Administrative,69.05,Yes,No,No,Yes,Female,No,19,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,11,12,14,0,0,72.5,0.9166665902777842,0.7857142295918408
single,39,1,Business & Management,66.55,South Europe,Administrative,Professional,63.85,No,No,No,Yes,Female,No,25,No,13.9,-0.3,0.79,Enrolled,Evening,High School,High School,High School,8,10,22,0,0,58.75,0.7999999200000081,0.36363634710743875
single,1,1,Science & Technology,64.0,South Europe,Labour,Labour,62.25,Yes,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,Middle School,5,10,19,0,2,61.66666666666666,0.499999950000005,0.26315788088642733
single,1,1,Social Science,58.5,South Europe,Administrative,Administrative,54.65,No,No,No,Yes,Male,No,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,High School,7,12,21,0,0,62.29166666666666,0.5833332847222263,0.3333333174603182
single,1,1,Social Science,62.0,South Europe,Labour,Labour,60.6,Yes,No,No,Yes,Male,No,20,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,High School,0,0,0,0,0,0.0,0.0,0.0
single,1,1,Business & Management,65.5,South Europe,Technician,Armed Forces,61.65,No,No,No,Yes,Male,No,19,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,9,10,15,0,2,60.50000000000001,0.8999999100000091,0.5999999600000027
single,1,1,Science & Technology,65.5,South Europe,Administrative,Management,67.95,No,No,No,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,5,10,17,0,1,62.5,0.499999950000005,0.2941176297577865
single,1,4,Business & Management,58.5,South Europe,Labour,Labour,58.5,Yes,No,No,Yes,Male,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,Middle School,8,10,11,0,0,57.5,0.7999999200000081,0.7272726611570308
single,44,1,Business & Management,65.0,South Europe,Labour,Labour,65.0,No,No,No,Yes,Female,No,31,No,9.4,-0.8,-3.12,Enrolled,Evening,Bachelor & Specialized Education,Primary,Primary,11,13,21,5,0,60.625,0.8461537810650938,0.5238094988662143
single,44,1,Health Science,70.0,South Europe,Labour,Administrative,70.0,No,No,Yes,No,Female,No,24,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,High School,Bachelor & Specialized Education,6,12,29,3,0,60.0,0.4999999583333368,0.20689654458977433
married,39,1,Health Science,50.0,South Europe,Administrative,Administrative,65.0,No,No,No,Yes,Male,Yes,33,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,Primary,Middle School,2,16,32,0,2,50.0,0.12499999218750048,0.06249999804687507
single,44,1,Science & Technology,65.0,South Europe,Administrative,Labour,65.0,Yes,No,No,Yes,Female,Yes,20,No,16.2,0.3,-0.92,Enrolled,Daytime,Bachelor & Specialized Education,Middle School,Primary,8,12,20,0,0,56.875,0.6666666111111158,0.399999980000001
